id,q_id,method,retrieve_text,score,source
11,4,sliding,"。
Q3：抗爭中的「巴勒維王朝復辟」口號，是否動搖伊朗政府的統治？
2026年1月12日，在倫敦市中心的伊朗大使館外，示威者正在焚燒伊朗最高領袖哈米尼（Ayatollah Ali Khamenei）的照片，同時高舉前伊朗國王之子芮沙．巴勒維（Reza Pahlavi）的照片。（攝影／Henry Nicholls／AFP）
A：伊朗政府的統治基礎確實被空前動搖，但至今並沒有立即垮台的跡象。

截至1月14日為止，2026年的伊朗反政府示威雖然已明顯重創德黑蘭當局的統治威信，但各地抗爭行動尚不足以直接威脅政權存續，政府權力核心圈也未就鎮壓決策浮現公開的政治分歧",0.68505859375,data_01
12,4,semantic,"但綜合「伊朗人權組織」（IHRNGO）與「伊朗人權活動家通訊社」（HRANA）等流亡NGO的多方紀錄，截至1月13日為止，在已證實身分的死亡通報中，約140多名死者屬於參與鎮壓的安全部隊──這樣傷亡規模與速度，不但是過往鎮壓的1倍以上，也顯示這波全國衝突的暴力程度、乃至示威者拒絕被鎮壓的反擊決心，遠超過伊朗政府原本的預期。
Q3：抗爭中的「巴勒維王朝復辟」口號，是否動搖伊朗政府的統治？
2026年1月12日，在倫敦市中心的伊朗大使館外，示威者正在焚燒伊朗最高領袖哈米尼（Ayatollah Ali Khamenei）的照片，同時高舉前伊朗國王之子芮沙．巴勒維（Reza Pahlavi）的照片。（攝影／Henry Nicholls／AFP）
A：伊朗政府的統治基礎確實被空前動搖，但至今並沒有立即垮台的跡象。",0.677734375,data_01
13,5,fixed,"現年26歲、就讀台灣師範大學東亞學系碩士班的溫約瑟，22歲時靠著善用這些公開資訊製作出「解放軍基地與設施地圖」一夕爆紅，他所使用的衛星遙測影像就包括Google Earth、歐盟哥白尼（Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」",0.70703125,data_05
14,5,sliding,"。現年26歲、就讀台灣師範大學東亞學系碩士班的溫約瑟，22歲時靠著善用這些公開資訊製作出「解放軍基地與設施地圖」一夕爆紅，他所使用的衛星遙測影像就包括Google Earth、歐盟哥白尼（Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」",0.70703125,data_05
15,5,semantic,"精細影像堆疊，OSINT可解析軍事動作與戰術
最被大眾熟知與常被使用的遙測影像是Google Earth，彙整多家遙測影像的虛擬地球，便於使用者操作，遙測影像藉由資訊科技的進步，變成人人可及的資訊。現年26歲、就讀台灣師範大學東亞學系碩士班的溫約瑟，22歲時靠著善用這些公開資訊製作出「解放軍基地與設施地圖」一夕爆紅，他所使用的衛星遙測影像就包括Google Earth、歐盟哥白尼（Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。
針對遙測衛星在軍事情報上的用途，溫約瑟接受《報導者》採訪時指出，公開且免費取得的影像都會受到限制，沒有辦法即時取得，只能當作背景來使用，「像是從央視看到解放軍新聞，逐格去解構畫面上的車輛編號，以及演習場域的地形地貌，但必須再搭配遙測影像建構的3D圖，以及過往建立的資料庫，比對確切的演習地點，才能再自製出解放軍基地與設施地圖。」",0.68896484375,data_05
16,6,fixed,"林穎佑進一步解釋，「當我國想要關注東風15或16的部署時，會與美國首要關注長程飛彈截然不同，優先順序怎麼安排？美國衛星當然會以他們自己的需求為主，這就是現實。如果台灣能擁有遙測衛星影像，那與美國進行情報交換就能做到互補效果，」他指出，「我們的優勢是在第一島鏈，距離解放軍很近，取得的資訊也跟美國很不一樣，應該是要互補而不是競爭；他幫我們看照其他部分，我們提供他們近海的研析資訊。」
對於國安，吳宗信更是罕見願意多談，他舉例：「更精細的遙測衛星可以拍到油槽上方陰影，而陰影的深淺可以利用三維分析出油槽是滿油還是空槽，長期關注下，在敵方戰備時就能預先研判",0.6103515625,data_05
17,6,sliding,"。」
對於國安，吳宗信更是罕見願意多談，他舉例：「更精細的遙測衛星可以拍到油槽上方陰影，而陰影的深淺可以利用三維分析出油槽是滿油還是空槽，長期關注下，在敵方戰備時就能預先研判。」在國防安全上，遙測衛星可以做的情蒐工作還有很多。

下一步：國安單位衛星影像的理解能力亟需「升級」
除了國家太空中心之外，早在1993年成立的中央大學太空遙測中心（CSRSR）也會接受衛星影像，目前可以接受除了自主的「福衛五號」之外，還能還可接收法國SPOT-6/7、及Pléiades 1A/1B的光學遙測影像",0.71142578125,data_05
18,6,semantic,"溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」

長期研究中國軍事的淡江大學國際事務與戰略研究所副教授林穎佑，則是以廣東潮州旁的福建「大埕灣」與「東山島」為例，國防部早已對外公布過這個地點是中國兩棲登陸重要演訓地點，從溫約瑟所製作的地圖中可見，使用公開免費圖資就拍到正在進行的兩棲演訓，兩棲登陸車輛後面激起的白色浪花都看得到，「解析度不足情況下都可以看到，更何況是我國自製的衛星，肯定能做到拍到更仔細的影像。」

林穎佑進一步說明，「福衛八號」陸續發射後自主遙測衛星可組成星系，每天可以經過台灣周邊3次，在白天可以拍照的時間裡面，幾小時就通過一次，只要長期固定拍攝，就能累積足夠的研析資料，提供給軍方情蒐人員，或是軍方人員主動與太空中心合作；未來如果技術更加精進，根據報載國科會主委吳誠文說到希望從現有解析度1公尺挑戰0.7公尺、甚至0.5公尺邁進，能做的分析可以更精細，例如從兩棲登陸車後方激起的白色浪花，可以判斷速度有多快，甚至針對整個演訓的編隊組成研判使用的戰術。林穎佑強調，雖然只是一張照片，但想像如果將同一個地點的照片，依據時間先後次序堆疊，這地方白天的一舉一動都可以一目了然，而且是細緻的研析軍事動作與戰術戰法。
2031年台灣將完成自主遙測衛星星系布建
「福衛八號」是台灣第一個自製的衛星星系，計畫總共要研發6顆原始解析度1公尺的光學遙測衛星，以及2顆原始解析度小於1公尺的超高解析度光學遙測衛星，2025年11月發射第一顆後，預計每年發射至少一顆，至2031年完成6顆衛星的星系布建。解析度方面，前2顆是解析度1公尺，後面4顆將朝0.7公尺努力，2顆超高解析度則是朝0.5公尺挑戰。",0.560546875,data_05
19,7,fixed,"更何況，以革命衛隊為核心的伊朗統治菁英，長期以來也將部分資產轉移至卡達、阿拉伯聯合大公國等海灣鄰國，以規避國際制裁；在這樣的背景下，維持私下的合作默契，讓伊朗持續處於「局勢穩定、但仍遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。

美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓。在1991年第一次波灣戰爭之後，伊拉克庫德族以及伊拉克南方的什葉派穆斯林曾爆發武裝起義、挺身反抗獨裁者海珊（Saddam Hussein）的統治，但其行動卻沒有得到美軍與國際社會的支援，因此很快就遭伊拉克軍隊殘酷鎮壓、甚至報復性的集體屠殺",0.611328125,data_01
20,7,sliding,"。

除了石油市場的穩定，海灣國家同樣憂心伊朗政局一旦崩潰，將連帶衝擊外資對整個海灣地區的投資信心。更何況，以革命衛隊為核心的伊朗統治菁英，長期以來也將部分資產轉移至卡達、阿拉伯聯合大公國等海灣鄰國，以規避國際制裁；在這樣的背景下，維持私下的合作默契，讓伊朗持續處於「局勢穩定、但仍遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。

美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓",0.6669921875,data_01
21,7,semantic,"此外，美國的中東盟邦──包括沙烏地阿拉伯、阿拉伯聯合大公國（UAE）、科威特、卡達、阿曼與巴林等與伊朗相鄰的海灣石油國家，也都極力勸阻川普攻擊伊朗。

這些石油國家普遍認為，儘管自1979年推翻巴勒維王朝以來，伊朗伊斯蘭共和國持續進行的「革命輸出」，一直是海灣阿拉伯王室體制所面臨的最大威脅之一，但伊朗畢竟是一個擁有9,100萬人口的區域性大國，距離阿拉伯半島也只有百餘公里的海峽之隔；一旦其內部局勢失控，不僅可能引發大規模難民危機，甚至還可能重新點燃中東地區的新一波教派衝突，海灣地區的石油與天然氣出口、特別是掌握全球每日約20%石油運輸量的荷姆茲海峽（Strait of Hormuz），也可能因戰亂而遭癱瘓。",0.765625,data_01
22,8,fixed,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們的身體。

基爾瑪——馬紹爾群島核委會主席
80年前，美國向日本廣島和長崎投下2顆原子彈結束二次世界大戰，當下造成約11萬人喪生，卻也開啟核子時代",0.67138671875,data_04
23,8,sliding,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們的身體",0.67138671875,data_04
24,8,semantic,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們的身體。

基爾瑪——馬紹爾群島核委會主席
80年前，美國向日本廣島和長崎投下2顆原子彈結束二次世界大戰，當下造成約11萬人喪生，卻也開啟核子時代。各國進入冷戰時期後力拚軍備競賽，包含美國、蘇聯、英國、法國及中國等國，都爭相研製威力更大的核武。

根據美國軍備控制協會統計，自1945年以來，至少有8國在數十處試驗場執行共2056次核試爆，其中520次是早期直接在大氣中引爆，導致放射性物質在大氣層擴散；也有少數在水下進行，已知8次；此外還有1528次在地下引爆，在土壤中留下污染。",0.7001953125,data_04
25,9,fixed,"Made with Flourish • Create a photo slider
當Taiwan Can Help走向太空
除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess Empress」沉沒造成大規模漏油汙染，衝擊當地海洋生態",0.79541015625,data_02
26,9,sliding,"。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess Empress」沉沒造成大規模漏油汙染，衝擊當地海洋生態",0.7705078125,data_02
27,9,semantic,"Made with Flourish • Create a photo slider
當Taiwan Can Help走向太空
除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess Empress」沉沒造成大規模漏油汙染，衝擊當地海洋生態。台灣調度「福衛五號」協助產出連續油汙範圍判釋圖，支援汙染擴散追蹤與岸線清理決策；2024年日本石川縣能登半島發生規模7.6的地震，後續引發海嘯，太空中心亦協助進行視覺化與數值化分析，觀察海岸、山區土石變化，以及房屋倒塌狀況，估算出實際災害面積。",0.8017578125,data_02
28,10,fixed,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石",0.474853515625,data_03
29,10,sliding,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石",0.474853515625,data_03
30,10,semantic,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。",0.479248046875,data_03
31,11,fixed,"按照伊朗政府過往的行動節奏，其武力鎮壓國內抗爭的流程，通常是先行切斷通訊，接著由革命衛隊出動武裝民兵「巴斯基」（Basij）在大城市暴力清場、製造民間恐懼，並全力阻止示威者在城市中形成抗爭占領區；同時，政府安全部隊也會封鎖連結城鄉的重要幹道，並在資訊更為封閉的城郊與鄉村地區發動「殺雞儆猴」式的清鄉行動。直到確認鎮壓行動已占上風後，政府才會動員支持團體發起「挺政府」團結遊行，逐步恢復網路通訊，並公開經官媒處理過的鎮壓資訊，藉此昭告全國：政府已重新控制局勢。

然而，在清場期間，伊朗國內的死傷數字與衝突規模，往往會遭到官方刻意低報，許多受難者的遺體甚至被軍警扣留不放",0.806640625,data_01
32,11,sliding,"。但與當年相比，這一回伊朗政府不僅切斷了伊朗與全球網際網路的連線，國內的手機行動通訊，甚至包括Starlink等不受伊朗政府許可與管轄的低軌衛星通訊系統，也都同步遭到封鎖。

按照伊朗政府過往的行動節奏，其武力鎮壓國內抗爭的流程，通常是先行切斷通訊，接著由革命衛隊出動武裝民兵「巴斯基」（Basij）在大城市暴力清場、製造民間恐懼，並全力阻止示威者在城市中形成抗爭占領區；同時，政府安全部隊也會封鎖連結城鄉的重要幹道，並在資訊更為封閉的城郊與鄉村地區發動「殺雞儆猴」式的清鄉行動",0.8603515625,data_01
33,11,semantic,"根據一段2026年1月9日至11日間拍攝的影片截圖，伊朗首都德黑蘭郊區卡里札克（Kahrizak）的示威活動遭到鎮壓後，民眾在法醫中心外尋找罹難親友的遺體。（攝影／UGC via AP／達志影像）
根據一段2026年1月9日至11日間拍攝的影片截圖，伊朗首都德黑蘭郊區卡里札克（Kahrizak）的示威活動遭到鎮壓後，民眾在法醫中心外尋找罹難親友的遺體。（攝影／UGC via AP／達志影像）
伊朗政府為了阻斷示威者彼此串聯而切斷全國網路與行動通訊，其封鎖強度更是前所未有。事實上，早在2019年11月的伊朗反油價調漲抗爭期間，伊朗政府就曾實施過「全國斷網」。但與當年相比，這一回伊朗政府不僅切斷了伊朗與全球網際網路的連線，國內的手機行動通訊，甚至包括Starlink等不受伊朗政府許可與管轄的低軌衛星通訊系統，也都同步遭到封鎖。",0.8291015625,data_01
34,12,fixed,"「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。

從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。當太空產業自主、資料可控，台灣才能在關鍵時刻不仰賴他人，用自己的眼睛，守護自己的天空",0.80322265625,data_02
35,12,sliding,"。這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。

國家太空中心更已著手進行「福衛九號」計畫。「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。

從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野",0.76708984375,data_02
